ID,Description,PartCategory,PartFamilyID,PartFamilyDescription,Supplier,SupplierID,CRMSupplierID,SupplierAddressID
ABC-540-52AE234C,"Meter, 27.987 - SK8",N/A,B6692EA5DF,Dionysus,,,,
ABC-540-5B6AFADA,"Bolt, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-540-619358EB,"Bolt, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-540-7EC4690D,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-540-8A15CA25,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-540-A9B6F84E,"Wire, 17.386 - Av2",N/A,B6692EA5DF,Dionysus,,,,
ABC-552454-E193A01E,"Heatsink, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-610-3396B985,"Wire, 17.386 - Av2",N/A,B6692EA5DF,Dionysus,,,,
ABC-610-54F6C293,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-710-81C08FA7,"Heatsink, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-720-76DC7215,"Meter, 27.987 - SK8",N/A,B6692EA5DF,Dionysus,,,,
ABC-735-1E771139,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-735-C1260723,"Heatsink, Micro 3K Ohm",Assembly,B6692EA5DF,Dionysus,,,,
ABC-740-2D1B5B35,"Power Port, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-750-1AD38773,"Nano Film, 24.987 - Aba7",N/A,B6692EA5DF,Dionysus,,,,
ABC-750-786DE586,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-750-90AA4C70,"Bolt, 8.3 % nevi2",Assembly,B6692EA5DF,Dionysus,,,,
ABC-750-F330172B,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-820-E6E58F5B,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-870-2D1B5B35,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-870-3474937B,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-870-36606A00,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-880-32042A64,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-910-0B343F87,"Bolt, 8.3 % nevi2",Assembly,B6692EA5DF,Dionysus,,,,
ABC-910-0D0C3ED0,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-910-2584F6D1,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-910-41D9A4A5,"Cap, 4"" dim",N/A,B6692EA5DF,Dionysus,,,,
ABC-910-5B122AE4,"Bolt, 8.3 % nevi2",N/A,B6692EA5DF,Dionysus,,,,
ABC-910-62159945,"Wire, 17.386 - Av2",N/A,B6692EA5DF,Dionysus,,,,
ABC-920-13DBD7E3,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-920-81C08FA7,"Wire, 17.386 - Av2",N/A,B6692EA5DF,Dionysus,,,,
ABC-920-CA1EF61E,"Screw, Thick 243K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-920-D92FE298,"Bolt, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-920-DFB196C8,"Nano Film, 24.987 - Aba7",N/A,B6692EA5DF,Dionysus,,,,
ABC-FC31D029-x,"Bolt, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-MPI007053-x,"Meter, 27.987 - SK8",N/A,B6692EA5DF,Dionysus,,,,
ABC-MPI007736-x,"Bolt, 8.3 % nevi2",N/A,B6692EA5DF,Dionysus,,,,
ABC-MPI010633-x,"Nano Film, 24.987 - Aba7",N/A,B6692EA5DF,Dionysus,,,,
ABC-SKK3025PT-x,"Heatsink, Micro 3K Ohm",N/A,B6692EA5DF,Dionysus,,,,
ABC-000017-7BDF7681,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000017-87455062,"Cap, Macro 243K Ohm",Component,BD307A3EC3,Hephaestus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-000017-C44B3F8F,"Cap, Macro 243K Ohm",Component,BD307A3EC3,Hephaestus,Digitalus,1550304635,5192B86AF2,00006B1B5C
ABC-000017-F9722A9A,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000017-x,"Cap, Macro 243K Ohm",Component,BD307A3EC3,Hephaestus,Apoth,1208265366,B2BB54DA95,000AC95D3F
ABC-000048-x,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000116-15346B59,"Faceplate, 14"" dim",Component,BD307A3EC3,Hephaestus,Kelv,1193274981,D5CFF47630,000035BA3A
ABC-000116-285157AC,"Faceplate, 14"" dim",Component,BD307A3EC3,Hephaestus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-000120-17F1F9BE,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000120-285157AC,"Nano Film, 5"" dim",Component,BD307A3EC3,Hephaestus,Qualarius,401723396,74C582666E,00002861DA
ABC-000120-3EDEA851,"Nano Film, 5"" dim",Component,BD307A3EC3,Hephaestus,Sigmmund,891496558,6EEF664840,0001226520
ABC-000120-87455062,"Meter, 31.987 - Be1",Component,BD307A3EC3,Hephaestus,Electronica,481989692,EE2EF596E9,000FE1A50B
ABC-000120-E193A01E,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000120-F9722A9A,"Meter, 31.987 - Be1",Component,BD307A3EC3,Hephaestus,Sigmmund,891496558,6EEF664840,0001226520
ABC-000120-x,"Nano Film, 5"" dim",Component,BD307A3EC3,Hephaestus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-000131-285157AC,"Nano Film, Thick 243K Ohm",Component,BD307A3EC3,Hephaestus,Cavplum,628557130,2BAD762EAE,00000C24E6
ABC-100-BC7D28A9,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-100-C3792585,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-120-55625EDC,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-210-EE10EF49,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-63261365,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-8174355A,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-85A5E355,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-A4535E46,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-A9B6F84E,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-C0FD86A5,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-C3CB45EC,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-CB050940,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-D4C518B0,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-DA5B17E3,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-220-E1E43256,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-230-C3CB45EC,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-240-786DE586,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-240-8174355A,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-250-41D9A4A5,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-250-9EFD9DE0,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-250-D17C20D7,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-132CEC9F,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-2D1B5B35,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-39A5F6A4,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-78B029E9,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-7EC4690D,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-92822468,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-961AA4A6,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-9BE17789,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-B52B82AF,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-C9886967,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-D4C518B0,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-DE064133,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-310-E372902D,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-410-435F10D9,"Nano Film, 5"" dim",Component,BD307A3EC3,Hephaestus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-410-4B96F8EF,"Faceplate, 1.987 - Cra8",Component,BD307A3EC3,Hephaestus,Parts Store,415497922,D87FAFA878,00182D197E
ABC-410-7C660F15,"Nano Film, 5"" dim",Component,BD307A3EC3,Hephaestus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-410-C54222A1,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-23C05183,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-291DA5BA,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-59E410C7,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-661EFAE0,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-6A5A39CA,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-7FE791D6,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-892D2C87,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-420-CF1BF379,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-450-0B91566E,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-450-1AD38773,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-450-636371F6,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-450-CAC6F84D,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-490-3359D4EA,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-490-A6126DF9,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-490-BEE38AD6,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-510-37B04168,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-520-16093A66,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-520-23C05183,"Faceplate, 6.3 % nevi3",Component,BD307A3EC3,Hephaestus,Apoth,1208265366,B2BB54DA95,000AC95D3F
ABC-520-41D9A4A5,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-520-71010C6D,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-520-79ED239A,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-520-CC9E440D,"Cap, Macro 243K Ohm",Component,BD307A3EC3,Hephaestus,Qualarius,401723396,74C582666E,00002861DA
ABC-522374-221407C0,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-540-35FFCA83,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-540-79C821AB,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-540-914FD6FF,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-540-E93E3B39,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-610-57BD3A49,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-620-0D0C3ED0,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-710-C1260723,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-710-C3233638,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-710-CFBCB12B,"Nano Film, Thick 243K Ohm",Assembly,BD307A3EC3,Hephaestus,,,,
ABC-720-1E771139,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-3359D4EA,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-623D98EF,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-7F79FD6A,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-81C1D4C0,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-98C5A824,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-9C74C720,"Faceplate, 19"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-C3233638,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-720-D6B27B64,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-730-D780DC14,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-735-84E221D9,"Faceplate, 14"" dim",Assembly,BD307A3EC3,Hephaestus,,,,
ABC-735-C7990451,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-735-E228E20F,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-750-6C2775B7,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-750-84E221D9,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-750-86DFB043,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-750-CA1EF61E,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-810-918D5FED,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-880-5D97172A,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-910-59E410C7,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-910-98C5A824,"Meter, 31.987 - Be1",Assembly,BD307A3EC3,Hephaestus,,,,
ABC-920-44FD1DB5,"Meter, 31.987 - Be1",Assembly,BD307A3EC3,Hephaestus,,,,
ABC-920-81C1D4C0,"Nano Film, 5"" dim",Assembly,BD307A3EC3,Hephaestus,,,,
ABC-920-8939FB62,"Nano Film, Thick 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-920-C0FD86A5,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-920-F8E322EC,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-930-98C5A824,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-930-CFBCB12B,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-98F506F4-x,"Meter, 31.987 - Be1",Component,BD307A3EC3,Hephaestus,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-CVNC-AB7F7B95,"Meter, 31.987 - Be1",N/A,BD307A3EC3,Hephaestus,,,,
ABC-DM-9D8FB393,"Faceplate, 6.3 % nevi3",N/A,BD307A3EC3,Hephaestus,,,,
ABC-MPI000527-x,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-MPI000528-x,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-MPI010143-x,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-SPI001562-x,"Cap, Macro 243K Ohm",N/A,BD307A3EC3,Hephaestus,,,,
ABC-SPI001569-x,"Nano Film, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-SSJ1060005-x,"Faceplate, 1.987 - Cra8",N/A,BD307A3EC3,Hephaestus,,,,
ABC-SSJ320035-x,"Board, 5"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-SSJ330003-x,"Faceplate, 14"" dim",N/A,BD307A3EC3,Hephaestus,,,,
ABC-000013-x,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-000084-x,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-100-1373EA12,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-120-8D2D1DA4,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-210-E93E3B39,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-210-F22C976B,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-220-3E90EDBE,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-220-DF1B21DE,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-220-E080FAA6,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-220-E2BD83B3,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-220-EB955977,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-220-F45C3CB3,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-230-E6E58F5B,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-240-12E6AD33,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-240-5ABC18B9,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-250-1F80F465,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-250-416EA4A2,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-250-94F082F2,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-06F8C716,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-310-4CEC8A26,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-310-5AFE5729,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-5C5C8862,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-959EEC8F,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-A4535E46,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-C32B8D0B,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-C3CB45EC,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-310-F45C3CB3,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-330-891B52A0,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-410-89978488,"Bolt, 31.987 - Be1",Component,CA3512F4DF,Zeus,Kelv,1193274981,D5CFF47630,000035BA3A
ABC-420-094EC286,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-420-195999FE,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-420-9BCEA448,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-420-C5D34CBF,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-450-2B84428F,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-450-3359D4EA,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-450-49AD8A40,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-450-727BB149,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-450-8939FB62,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-450-BC96260E,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-510-786DE586,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-520-81C08FA7,"Power Port, 17.386 - Av2",Component,CA3512F4DF,Zeus,Electronica,481989692,EE2EF596E9,000FE1A50B
ABC-540-026621EE,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-540-1F80F465,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-540-279C23FF,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-540-32C5898F,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-540-918D5FED,"Power Port, 17.386 - Av2",N/A,CA3512F4DF,Zeus,,,,
ABC-540-D7A2A17C,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-610-731AD768,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-610-B2E77F85,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-620-86DFB043,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-710-BB8B09AD,"Board, 6.3 % nevi3",Component,CA3512F4DF,Zeus,Cesium Electronics,1490588195,B9CC46B098,000017E81E
ABC-720-5D97172A,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-720-938E7CB0,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-735-119B019B,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-740-12E6AD33,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-740-9BE17789,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-810-0B343F87,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-870-BB8B09AD,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-880-B141888A,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-910-7F79FD6A,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-910-D17C20D7,"Bolt, 31.987 - Be1",Assembly,CA3512F4DF,Zeus,,,,
ABC-920-CA0D5B58,"Meter, 14"" dim",N/A,CA3512F4DF,Zeus,,,,
ABC-CVN-9F9AF029,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-MPI001342-x,"Board, 6.3 % nevi3",N/A,CA3512F4DF,Zeus,,,,
ABC-MPI007996-x,"Board, 34.987 - Av1",N/A,CA3512F4DF,Zeus,,,,
ABC-MPI013017-x,"Bolt, 31.987 - Be1",N/A,CA3512F4DF,Zeus,,,,
ABC-000015-x,"Nano Film, 17.386 - Av2",N/A,CB4E5208B4,Apollo,,,,
ABC-000038-x,"Heatsink, 27.987 - SK8",N/A,CB4E5208B4,Apollo,,,,
ABC-000052-x,"Bolt, 1%sec",Component,CB4E5208B4,Apollo,Cavplum,628557130,2BAD762EAE,00000C24E6
ABC-000054-3EDEA851,"Meter, 5"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-000054-7BDF7681,"Meter, 5"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-000054-F9722A9A,"Meter, 5"" dim",Component,CB4E5208B4,Apollo,Electronica,481989692,EE2EF596E9,000FE1A50B
ABC-000054-x,"Meter, 5"" dim",Component,CB4E5208B4,Apollo,Hardware United,690386781,B5C20DC621,0003FAB478
ABC-000056 REV 00B-x,"Wire, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-000064 REV 00B-x,"Wire, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-000067-x,"Bolt, 1%sec",N/A,CB4E5208B4,Apollo,,,,
ABC-000080-x,"Power Port, 31.97 - Be1",N/A,CB4E5208B4,Apollo,,,,
ABC-000101-17F1F9BE,"Screw, 7"" dim",Component,CB4E5208B4,Apollo,Apex Manufacturing,1999239193,E0A08FB9AD,0001C68D52
ABC-000125-17F1F9BE,"Faceplate, 1%sec",Component,CB4E5208B4,Apollo,Sigmmund,891496558,6EEF664840,0001226520
ABC-000128-F9722A9A,"Power Port, 31.97 - Be1",Component,CB4E5208B4,Apollo,Stimp Hardware,1277462715,6EEF664840,000036031A
ABC-000150-285157AC,"Heatsink, 27.987 - SK8",Component,CB4E5208B4,Apollo,Qualarius,401723396,74C582666E,00002861DA
ABC-000223-E193A01E,"Heatsink, 27.987 - SK8",N/A,CB4E5208B4,Apollo,,,,
ABC-000359-17F1F9BE,"Meter, 5"" dim",Component,CB4E5208B4,Apollo,Parts Store,415497922,D87FAFA878,00182D197E
ABC-000359-3EDEA851,"Meter, 5"" dim",Component,CB4E5208B4,Apollo,Digitalus,1550304635,5192B86AF2,00006B1B5C
ABC-0ABC4887-x,"Power Port, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-100-0D0B359C,"Nano Film, 17.386 - Av2",N/A,CB4E5208B4,Apollo,,,,
ABC-100-15E3D8B8,"Screw, 7"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-100-4D37D1E6,"Meter, 5"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-100-9D758147,"Power Port, 31.97 - Be1",N/A,CB4E5208B4,Apollo,,,,
ABC-110-BC7D28A9,"Power Port, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-120-E07ACF43,"Meter, Micro 3K Ohm",N/A,CB4E5208B4,Apollo,,,,
ABC-210-0B343F87,"Wire, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-210-1E771139,"Power Port, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-210-5CF25A09,"Screw, 7"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-210-70C1817F,"Bolt, 14"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-210-786DE586,"Meter, 5"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-210-C3CB45EC,"Cap, Thick 243K Ohm",N/A,CB4E5208B4,Apollo,,,,
ABC-210-EA05EA1F,"Cap, Thick 243K Ohm",N/A,CB4E5208B4,Apollo,,,,
ABC-210-F08E7502,"Wire, 19"" dim",N/A,CB4E5208B4,Apollo,,,,
ABC-220-003299B3,"Power Port, 31.97 - Be1",N/A,CB4E5208B4,Apollo,,,,
